name,company,city,state,country,address,state_clean
Meta Prometheus - Building 5,Meta,Etna,Columbus,United States,5 Community Cir,OH
Amazon AWS CMH - Beech North C,Amazon AWS,Johnstown,Columbus,United States,2890-2970 Beech Road,OH
Amazon AWS CMH - 8567 Warner A,Amazon AWS,Plain City,Columbus,United States,8567 Warner Road,OH
Google Johnstown,Google,Johnstown,Columbus,United States,2565 Harrison Rd NW,OH
3439-3445 Clover Valley Road,Meta,Johnstown,Columbus,United States,3439-3445 Clover Valley Rd,OH
Amazon AWS CMH - 6675 Crosby,Amazon AWS,Dublin,Columbus,United States,6675 Crosby Court,OH
Amazon AWS CMH - Beech North D,Amazon AWS,Johnstown,Columbus,United States,2890-2970 Beech Road,OH
Amazon AWS CMH - 2540 Beech,Amazon AWS,Johnstown,Columbus,United States,2540 Beech Rd,OH
Amazon AWS CMH - 5117 Hayden,Amazon AWS,Hilliard,Columbus,United States,5117 Hayden Run Rd,OH
Amazon AWS CMH - 5125 Hayden,Amazon AWS,Hilliard,Columbus,United States,5125 Hayden Run Rd,OH
Amazon AWS CMH - 8567 Warner B,Amazon AWS,Plain City,Columbus,United States,8567 Warner Road,OH
QTS New Albany 3,QTS Data Centers,New Albany,Columbus,United States,6140 Babbitt Rd,OH
Refugee Rd SW,Microsoft,Pataskala,Columbus,United States,Refugee Rd SW,OH
Amazon AWS CMH - 2550 Beech,Amazon AWS,Johnstown,Columbus,United States,2550 Beech Rd,OH
CyrusOne COL1 - New Albany,CyrusOne Data Centers,Johnstown,Columbus,United States,12181 Jug St,OH
Amazon AWS CMH - 5113 Hayden,Amazon AWS,Hilliard,Columbus,United States,5113 Hayden Run Rd,OH
Amazon AWS CMH - 8567 Warner D,Amazon AWS,Plain City,Columbus,United States,8567 Warner Road,OH
Amazon AWS CMH - 2560 Beech,Amazon AWS,Johnstown,Columbus,United States,2560 Beech Rd,OH
4500 Beech Rd NW,KARIS Critical,Johnstown,Columbus,United States,4500 Beech Rd NW,OH
Amazon AWS CMH - 2580 Beech,Amazon AWS,Johnstown,Columbus,United States,2580 Beech Rd,OH
Amazon AWS CMH - Scioto F,Amazon AWS,Hilliard,Columbus,United States,4120-4188 Scioto Darby Creek Rd,OH
Meta Prometheus - Building 1,Meta,Etna,Columbus,United States,1 Community Cir,OH
Amazon AWS CMH - 6685 Crosby,Amazon AWS,Dublin,Columbus,United States,6685 Crosby Court,OH
Amazon AWS CMH - 2570 Beech,Amazon AWS,Johnstown,Columbus,United States,2570 Beech Rd,OH
Amazon AWS CMH - 6665 Crosby,Amazon AWS,Dublin,Columbus,United States,6665 Crosby Court,OH
Amazon AWS CMH - 8619 Industrial C,Amazon AWS,Plain City,Columbus,United States,8619 Industrial Parkway,OH
Amazon AWS CMH - 6645 Crosby,Amazon AWS,Dublin,Columbus,United States,6645 Crosby Court,OH
Amazon AWS CMH - Beech North E,Amazon AWS,Johnstown,Columbus,United States,2890-2970 Beech Road,OH
Amazon AWS CMH - 2775 Newton,Amazon AWS,Johnstown,Columbus,United States,2775 Newton Court,OH
Meta Prometheus - Building 6,Meta,Etna,Columbus,United States,5 Community Cir,OH
Amazon AWS CMH - Scioto E,Amazon AWS,Hilliard,Columbus,United States,4120-4188 Scioto Darby Creek Rd,OH
Meta Prometheus - Building 8,Meta,Etna,Columbus,United States,7 Community Cir,OH
Compass New Albany,Compass Datacenters,New Albany,Columbus,United States,6625 New Albany Rd E,OH
Meta Prometheus - Building 7,Meta,Etna,Columbus,United States,7 Community Cir,OH
Google Lockbourne Data Center,Google,Lockbourne,Columbus,United States,5076 S High St,OH
Amazon AWS CMH - 5109 Hayden,Amazon AWS,Hilliard,Columbus,United States,5109 Hayden Run Rd,OH
Amazon AWS CMH - Beech North A,Amazon AWS,Johnstown,Columbus,United States,2890-2970 Beech Road,OH
Amazon AWS CMH - Scioto B,Amazon AWS,Hilliard,Columbus,United States,4120-4188 Scioto Darby Creek Rd,OH
Amazon AWS CMH - Scioto A,Amazon AWS,Hilliard,Columbus,United States,4120-4188 Scioto Darby Creek Rd,OH
Amazon AWS CMH - 4612 Cosgray,Amazon AWS,Hilliard,Columbus,United States,4612 Cosgray Rd,OH
Amazon AWS CMH - Scioto G,Amazon AWS,Hilliard,Columbus,United States,4120-4188 Scioto Darby Creek Rd,OH
Amazon AWS CMH - 4600 Cosgray,Amazon AWS,Hilliard,Columbus,United States,4600 Cosgray Rd,OH
Amazon AWS CMH - 8619 Industrial D,Amazon AWS,Plain City,Columbus,United States,8619 Industrial Parkway,OH
Meta Prometheus - Building 3,Meta,Etna,Columbus,United States,3 Community Cir,OH
Windstream Columbus,Windstream,Columbus,Columbus,United States,180 E Broad St,OH
Meta Prometheus - Building 4,Meta,Etna,Columbus,United States,3 Community Cir,OH
Amazon AWS CMH - 8619 Industrial B,Amazon AWS,Plain City,Columbus,United States,8619 Industrial Parkway,OH
Meta Prometheus Campus,Meta,Etna,Columbus,United States,1 Community Cir,OH
Amazon AWS CMH - Scioto D,Amazon AWS,Hilliard,Columbus,United States,4120-4188 Scioto Darby Creek Rd,OH
Microsoft - Thornwood Dr SW,Microsoft,Heath,Columbus,United States,Thornwood Dr SW & Hallie Ln Rd,OH
3000-3007 Etna Pkwy,Microsoft,Pataskala,Columbus,United States,3000-3007 Etna Pkwy,OH
Google Lancaster Data Center,Google,Lancaster,Columbus,United States,105 Whiley Rd,OH
Amazon AWS CMH - 8567 Warner C,Amazon AWS,Plain City,Columbus,United States,8567 Warner Road,OH
Microsoft - 129 N High St,Microsoft,Hebron,Columbus,United States,129 N High St,OH
Amazon AWS CMH - Scioto C,Amazon AWS,Hilliard,Columbus,United States,4120-4188 Scioto Darby Creek Rd,OH
Amazon AWS CMH - 4624 Cosgray,Amazon AWS,Hilliard,Columbus,United States,4624 Cosgray Rd,OH
QTS New Albany 2 DC1,QTS Data Centers,New Albany,Columbus,United States,785 Beech Road SW,OH
Amazon AWS CMH - 5121 Hayden,Amazon AWS,Hilliard,Columbus,United States,5121 Hayden Run Rd,OH
Amazon AWS CMH - 2675 Newton,Amazon AWS,Johnstown,Columbus,United States,2675 Newton Court,OH
Aligned - 6770 Mink St,Aligned Data Centers,Pataskala,Columbus,United States,6770 Mink St SW,OH
Amazon AWS CMH - 8619 Industrial A,Amazon AWS,Plain City,Columbus,United States,8619 Industrial Parkway,OH
Lumen Columbus 2,Lumen,Columbus,Columbus,United States,226 North Fifth Street,OH
Borden Building,Unknown Company,Columbus,Columbus,United States,180 E Broad St,OH
EdgeConneX New Albany - Phase II,EdgeConneX,Johnstown,Columbus,United States,Clover Vly Rd NW,OH
EdgeConneX New Albany - Phase I,EdgeConneX,Johnstown,Columbus,United States,9850 Innovation Campus Wy,OH
Vantage OH1 - New Albany Campus,Vantage Data Centers,Johnstown,Columbus,United States,3325-3205 Horizon Court,OH
DataBank - 251 Neilston St,DataBank,Columbus,Columbus,United States,251 Neilston St,OH
Lumen Columbus,Lumen,Columbus,Columbus,United States,226 North Fifth Street,OH
Vantage OH1 - Building 2,Vantage Data Centers,Johnstown,Columbus,United States,3205 Horizon Court,OH
Lumen Columbus 1,Lumen,Columbus,Columbus,United States,266 North 5th St,OH
QTS New Albany 1 DC1,QTS Data Centers,New Albany,Columbus,United States,1235 Beech Rd SW,OH
Vantage OH1 - Building 3,Vantage Data Centers,Johnstown,Columbus,United States,3205 Horizon Court,OH
QTS New Albany 1 DC2,QTS Data Centers,New Albany,Columbus,United States,1225 Beech Rd SW,OH
Amazon AWS CMH - 2875 Newton,Amazon AWS,Johnstown,Columbus,United States,2875 Newton Court,OH
Vantage OH1 - Building 1,Vantage Data Centers,Johnstown,Columbus,United States,3325 Horizon Court,OH
Amazon AWS CMH - 2575 Newton,Amazon AWS,Johnstown,Columbus,United States,2575 Newton Court,OH
Hostrunway Columbus,Hostrunway,Blacklick,Columbus,United States,within 2 km from the city,OH
Ark Data Centers Independence,Ark Data Centers,Independence,Cleveland,United States,7500 E Pleasant Valley Rd,OH
Fusion Connect - Cleveland,Fusion Connect,Cleveland,Cleveland,United States,1621 Euclid Ave,OH
Keith Building,K&D Real Estate Services,Cleveland,Cleveland,United States,1621 Euclid Avenue,OH
Aligned NEO-01,Aligned Data Centers,Sandusky,Cleveland,United States,2509 Hayes Ave,OH
Expedient Garfield Heights 2,Expedient Data Centers,Cleveland,Cleveland,United States,15248 NEO Parkway,OH
NCS Richmond Heights,NCS Datacom,Richmond Heights,Cleveland,United States,26391 Curtiss Wright Pkwy,OH
Brightspeed Lorain,Brightspeed,Lorain,Cleveland,United States,203 W 9th St,OH
Expedient Lewis Center,Expedient Data Centers,Lewis Center,Cleveland,United States,281 E Powell Rd,OH
Everstream Parma Data Center,Everstream,Parma,Cleveland,United States,12875 Corporate Dr,OH
Bay Pointe Data Center,Bay Pointe,Richfield,Cleveland,United States,2662 Brecksville Rd,OH
Windstream Cleveland,Windstream,Cleveland,Cleveland,United States,200 W Prospect Ave,OH
Expedient Garfield Heights 1,Expedient Data Centers,Cleveland,Cleveland,United States,15166 NEO Parkway,OH
Mangobay Cleveland,Mango Bay Internet,Brooklyn Heights,Cleveland,United States,1277 E Schaaf Rd,OH
Sterling Telecom Office Building,"Sterling Telecom Office Building, LLC",Cleveland,Cleveland,United States,1255 Euclid Avenue,OH
Lumen Cleveland 3,Lumen,Cleveland,Cleveland,United States,1621 Euclid Avenue,OH
Lumen Cleveland 1,Lumen,Cleveland,Cleveland,United States,4000 Chester Ave,OH
Lumen Cleveland 2,Lumen,Cleveland,Cleveland,United States,1228 Euclid,OH
Crown Castle Hartford,CROWN CASTLE,Hartford,Hartford,United States,960 Main St,CT
132 Griffin Road North,Atlas Capital Group,Bloomfield,Hartford,United States,132 Griffin Rd N,CT
NWI Networks Data Center,"New Wave Industries, Inc.",Newington,Hartford,United States,135 Day St,CT
The Computer Company Inc.,The Computer Company Inc.,Cromwell,Hartford,United States,15 Commerce Drive,CT
Lumen Hartford 1,Lumen,Hartford,Hartford,United States,155 Locust Street,CT
Data Suites,Data Suites,Murfreesboro,Nashville,United States,1020 W College St,TN
RadiusDC Nashville I,RadiusDC,Nashville,Nashville,United States,2902 Brick Church Pike,TN
Csquare - Nashville,Csquare,Gallatin,Nashville,United States,1398 Gateway Dr.,TN
Meta Gallatin Campus,Meta,Gallatin,Nashville,United States,1 Meta Lp,TN
Meta Gallatin - Building 5,Meta,Gallatin,Nashville,United States,Meta Lp,TN
Cogent Data Center - Nashville,"Cogent Communications, Inc.",Nashville,Nashville,United States,338 Woodycrest Ave,TN
DataBank - 209 10th Ave South,DataBank,Nashville,Nashville,United States,209 10th Ave South,TN
Windstream Nashville,Windstream,Nashville,Nashville,United States,940 3rd Ave North,TN
Scipio Technologies NREP,Scipio Technologies,Nashville,Nashville,United States,within the city of Nashville,TN
Meta Gallatin - Building 3,Meta,Gallatin,Nashville,United States,Meta Lp,TN
Meta Gallatin - Building 1,Meta,Gallatin,Nashville,United States,Meta Lp,TN
Meta Gallatin - Building 2,Meta,Gallatin,Nashville,United States,Meta Lp,TN
Meta Gallatin - Building 6,Meta,Gallatin,Nashville,United States,Meta Lp,TN
Meta Gallatin - Building 4,Meta,Gallatin,Nashville,United States,Meta Lp,TN
Windstream Brentwood,Windstream,Brentwood,Nashville,United States,105 Westwood Pl,TN
Lumen Nashville 1,Lumen,Nashville,Nashville,United States,2990 Sidco Drive,TN
Lumen Nashville 3,Lumen,Nashville,Nashville,United States,2208 9th Ave North,TN
Lumen Nashville 2,Lumen,Nashville,Nashville,United States,2530 Perimeter Place Drive,TN
Lumen Berry Hill,Lumen,Berry Hill,Nashville,United States,708 Melrose Ave,TN
EdgeConneX Memphis - EDCMEM01,EdgeConneX,Memphis,Memphis,United States,"4005 S Mendenhall Rd, Unit #6",TN
Collierville Enterprise Data Center,Aphorio Carter,Collierville,Memphis,United States,9 FedEx Pkwy,TN
DataBank MEM1 - Memphis,DataBank,Memphis,Memphis,United States,7620 Appling Center Dr,TN
The STEM Practice Memphis,The STEM Practice,Memphis,Memphis,United States,1341 Sycamore View Rd,TN
Connect Memphis,Connect Data Centers by Oppidan,Memphis,Memphis,United States,3900 S Mendenhall Rd,TN
5CDC Memphis - MEM01,5C Group Inc.,Memphis,Memphis,United States,4280 Getwell Rd,TN
5414 Tulane Road,xAI Corp,Memphis,Memphis,United States,5414 Tulane Rd,TN
Verizon Memphis,Verizon Communications Inc.,Memphis,Memphis,United States,5127 Truse Rd,TN
xAI Colossus 1,xAI Corp,Memphis,Memphis,United States,3231 Riverport Rd,TN
Sentinel TN-1,Sentinel Datacenters,Memphis,Memphis,United States,3180 Players Ln,TN
xAI Colossus 2,xAI Corp,Whitehaven,Memphis,United States,5400 Tulane Rd,TN
Lumen Memphis 1,Lumen,Memphis,Memphis,United States,3993 Crowfarn Drive,TN
TenHats Knoxville,TenHats,Knoxville,Knoxville,United States,550 Fort Summit Way,TN
Scipio Technologies Knoxville,Scipio Technologies,Knoxville,Knoxville,United States,500 W. Summit Hill,TN
CleanSpark Mountain City,CleanSpark,Mountain City,Knoxville,United States,178 Rainbow Rd,TN
CleanSpark New Tazewell,CleanSpark,New Tazewell,Knoxville,United States,3750 Tennessee-33,TN
Windstream Knoxville,Windstream,Knoxville,Knoxville,United States,2333 Lovell Rd,TN
CleanSpark Jellico,CleanSpark,Jellico,Knoxville,United States,131-181 Douglas Ln,TN
CleanSpark Lenoir City,CleanSpark,Lenoir City,Knoxville,United States,14250 Hickory Creek Rd l,TN
CleanSpark Winfield,CleanSpark,Winfield,Knoxville,United States,708 Pine Grove Rd,TN
Bitdeer Tennessee,Bitdeer Technologies Group,Knoxville,Knoxville,United States,5101 S National Dr,TN
PORTS Technology Campus - Phase 2,SB Energy,,OH,United States,,OH
GW Ranch,Pacifico Energy,,TX,United States,,TX
Nexus Data Centers Hubbard Data Center,Nexus Data Centers,,TX,United States,,TX
New Era Lea Data Center,New Era Energy,,NM,United States,,NM
Monarch Compute Campus - Phase 2,American Intelligence & Power,,WV,United States,,WV
Fermi - Phase 3 (SMR/Expansion),Fermi America,,TX,United States,,TX
Homer City Energy Campus,Homer City Redevelopment,,PA,United States,,PA
Fermi - Phase 2 (Nuclear),Fermi America,,TX,United States,,TX
Tract Caldwell Valley,Tract,,TX,United States,,TX
High Performance Compute Data Center Campus,Joule Capital Partners,,UT,United States,,UT
Aligned Shippingport Data Center,Aligned,,PA,United States,,PA
Sailfish Comanche Circle,Sailfish Digital Ventures,,TX,United States,,TX
Hyperion - Phase 2,Meta,,LA,United States,,LA
Vermaland La Osa Data Center Campus,Vermaland,,AZ,United States,,AZ
Gainseville Data Center,Microsoft,,VA,United States,,VA
North Creek Tech Campus,Amazon,,VA,United States,,VA
Microsoft Pecos Data Center,Microsoft,,TX,United States,,TX
Tract Virginia Highlands,Tract,,NV,United States,,NV
AWS Hobart,Amazon,,IN,United States,,IN
Tract Hanover,Tract,,VA,United States,,VA
Stargate - Project Jupiter,Stack Infrastructure,,NM,United States,,NM
Birchwood AWS,Amazon,,VA,United States,,VA
George Washington Village Data Center,Garrett Development Corporation,,VA,United States,,VA
Fermi - Phase 1 (Gas),Fermi America,,TX,United States,,TX
Monarch Compute Campus - Phase 1,American Intelligence & Power,,WV,United States,,WV
Eneus Energy Cameron Data Center,Eneus Energy,,TX,United States,,TX
Delta Gigasite,Fibernet,,UT,United States,,UT
Hyperion - Phase 1,Meta,,LA,United States,,LA
Google Southeast Nebraska Data Center,Google,,NE,United States,,NE
Provident Data Center Texas,Provident Data Centers,,TX,United States,,TX
Tract Buckeye,Tract,,AZ,United States,,AZ
Crusoe WY Campus,Crusoe,,WY,United States,,WY
Project Cardinal Data Center,Pioneer Development,,IL,United States,,IL
AWS New Carlisle - Expansion,Amazon,,IN,United States,,IN
Tract Pole Canyon,Tract,,UT,United States,,UT
LC Campus,CloudHQ,,VA,United States,,VA
Fundamental Ridgeline Data Center,Fundamental Data LLC,,WV,United States,,WV
IREN Oklahoma,IREN,,OK,United States,,OK
Colossus 2,xAI,,TN,United States,,TN
Digital Gateway (Compass),Compass Datacenters,,VA,United States,,VA
Crusoe Victoria Data Center,Crusoe,,TX,United States,,TX
Wilderness Crossing,Amazon,,VA,United States,,VA
Casper Data Center,Prometheus Hyperscale,,WY,United States,,WY
Gouldsboro Data Center,1778 Rich Pike LLC,,PA,United States,,PA
Project Horizon Phase 2,Poolside,,TX,United States,,TX
Takanock Goshen Data Center,Takanock,,IN,United States,,IN
Digital Gateway (QTS),QTS,,VA,United States,,VA
Hassayampa Ranch Data Center,Arizona Land Consulting,,AZ,United States,,AZ
Antelope Data Center,Pronghorn Development LLP,,UT,United States,,UT
Fairwater 1 - Mount Pleasant,Microsoft,,WI,United States,,WI
Stargate - Frontier,Vantage Data Centers,,TX,United States,,TX
Stargate - Michigan Data Center,Related Digital,,MI,United States,,MI
PAX – Pennsylvania Digital I,PowerHouse,,PA,United States,,PA
PowerHouse Grand Prairie - Phase 2,PowerHouse,,TX,United States,,TX
Spring Valley Technology Park,Active Infrastructure,,VA,United States,,VA
Talen Energy Montour Data Center,Talen Energy,,PA,United States,,PA
Zenith Volts Roswell Data Center,Zenith Volts,,NM,United States,,NM
Tract South Valley,Tract,,NV,United States,,NV
Oasis Dahlgren West Data Center,Oasis Digital Properties,,VA,United States,,VA
CloudBurst San Marcos Data Center,CloudBurst,,TX,United States,,TX
MSB Matrix Data Center Phase 2,MSB Global Services,,TX,United States,,TX
Google Monrovia Data Center,Google,,IN,United States,,IN
Project Washington Campus,Starwood Digital Ventures,,DE,United States,,DE
Bilateral Energy Knox Ranch Data Center,Bilateral Energy LLC,,TX,United States,,TX
Project Zodiac - Phase 2,Google,,IN,United States,,IN
EdgeCore Shannon Hill Campus,EdgeCore,,VA,United States,,VA
Stack Infrastructure Stafford Campus,Stack Infrastructure,,VA,United States,,VA
Madison Data Centers,Amazon,,MS,United States,,MS
Goodnight Campus,Crusoe,,TX,United States,,TX
InfraKey Lacy Lakeview Data Center,InfraKey Capital,,TX,United States,,TX
Treetop Development Data Center,Donovan Drive Holdings LLC,,NY,United States,,NY
Abilene Stargate Campus - Phase 2,Crusoe,,TX,United States,,TX
Huntley Page Data Center,Huntley LLC,,AZ,United States,,AZ
Meta El Paso Data Center,Meta,,TX,United States,,TX
Tract Morris Data Center,Tract,,IL,United States,,IL
Chesapeake Data,TeraWulf,,MD,United States,,MD
Lebanon Data Center,Meta,,IN,United States,,IN
Western Lands,Digital Realty,,VA,United States,,VA
Peterson Stafford Data Center,Stack Infrastructure,,VA,United States,,VA
Project Cannoli,Google,,MI,United States,,MI
Project Jarvis,,,FL,United States,,FL
Tract Altoona,Tract,,IA,United States,,IA
Microsoft Granger Data Center,Microsoft,,IN,United States,,IN
AWS Susquehanna Data Center,Amazon,,PA,United States,,PA
Robena Data Center,International Electric Power of Pittsburgh,,PA,United States,,PA
Hansen Farm Data Center,Microsoft,,VA,United States,,VA
Stargate - Lighthouse,Vantage Data Centers,,WI,United States,,WI
Kingsboro Data Center Campus,Energy Storage Solutions,,NC,United States,,NC
Pine Ridge Technology Center,Eagle Rock Partners LLC,,GA,United States,,GA
Project Sail,Prologis,,GA,United States,,GA
Mountain Road Technology Park,Tract,,VA,United States,,VA
Prologis Shelbyville Data Center,Prologis,,IN,United States,,IN
Crusoe Abilene Microsoft AI Factory,Crusoe,,TX,United States,,TX
Google Wilbarger County Data Center,Google,,TX,United States,,TX
Meitner Data Center,Google,,TX,United States,,TX
Tract Peru Shelf,Tract,,NV,United States,,NV
Helios,Galaxy Digital,,TX,United States,,TX
MSB Matrix Data Center Phase 1,MSB Global Services,,TX,United States,,TX
Viridian Janesville GM Plant Data Center,Viridian Acquisitions LLC,,WI,United States,,WI
Vantage Millersport Campus,Vantage Data Centers,,OH,United States,,OH
Cologix Johnstown OH Campus,Cologix,,OH,United States,,OH
PORTS Technology Campus - Phase 1,SB Energy,,OH,United States,,OH
Mattameade Tech Campus,Amazon,,VA,United States,,VA
Cielo Hudson Data Center,Cielo Digital Infrastructure,,CO,United States,,CO
QTS Phoenix 3 Campus,QTS,,AZ,United States,,AZ
IREN Childress (Bitcoin mining),IREN,,TX,United States,,TX
Tract Applewhite,Tract,,TX,United States,,TX
